OrderDate,Order,AssetName,AssetDescription,WorkDescription,ReportedDate,PlannedDurationHrs,ActualStartDateTime,ActualEndDateTime,Duration,WorkTypeValue,SystemTypeValue,WorkStatusValue,FailureTypeValue,RemedyTypeValue,ParentLocationValue,ReferenceReport,MonthY,WorkPriorityValue,OffshoreReport,RequiredByDate,Month Name,Year
2/23/2025 6:00,WO-SPM_200082,SPM-AE-BY-02,CALM Buoy - CO760,"Removal and transfer of Mooring Bridle 76mm End link 
& Shackle from SPM2 to SPM1",,,2/17/2025 9:00,,,Planned Maint.,Mooring System,Open,,,ABB_Offshore,,2025-02 (Feb),P2 - Medium,,2/23/2025,February,2025
2/19/2025 9:48,WO-W_SHOP_200047,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,"Surface preparation and coating of two plate 16"" x150# blind flange, 16"" to 8"" flange adaptor and 16"" x150# plate towing flange",,,2/17/2025 9:00,2/19/2025 13:00,52,Planned Corrective Maint.,Piping,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/18/2025 16:11,WO-CBM_200082,ABB-ME-BY-05,ABB Alpha Buoy,Change out ABB05 (Alpha) worn out UKP Bushes.,,,2/17/2025 8:24,2/17/2025 9:40,1.266666667,Planned Corrective Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2893,2025-02 (Feb),P2 - Medium,,,February,2025
2/18/2025 16:06,WO-CBM_100468,ABB,CMB System for Planned Maint.,ABB- Pre-berthing checks,,,2/17/2025 8:24,2/17/2025 9:40,1.266666667,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2892,2025-02 (Feb),P1 - High,,,February,2025
2/17/2025 16:50,WO-JET_100059,Oil-Jetty,Oil Jetty System for Planned Maintenance,Quarterly Valves GVI and Lubrication,,1,2/19/2025 9:30,2/19/2025 10:30,1,Planned Maint.,Valve,Completed,,,Oil_Jetty,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 16:46,WO-JET_100058,Oil-Jetty,Oil Jetty System for Planned Maintenance,Monthly Sump and Sump Pipeline Inspection,,0.5,2/19/2025 10:00,2/19/2025 10:30,0.5,Planned Maint.,Piping,Completed,,,Oil_Jetty,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 16:20,WO-W_SHOP_200046,ABB-ME-BY-01,ABB Buoy,Corrosion control of upper king post and lower king post on ABB01,,,2/13/2025 8:30,2/13/2025 9:30,1,Planned Maint.,Piping,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 16:09,WO-SPM-CBM_100077,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk / Pipeline Inspection,,2,2/21/2025 12:40,2/21/2025 14:00,1.333333333,Planned Maint.,Piping,Completed,,,ABB_SPM_Onshore,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 16:07,WO-W_SHOP_100136,Genset-01,Generator- Megapower,Weekly Inspection,,,2/17/2025 9:00,2/17/2025 9:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 16:06,WO-W_SHOP_100135,COMP-02,Air Compressor - Bauer Mariner 320-B,Weekly Inspection,,,2/21/2025 15:00,2/21/2025 17:00,2,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 16:05,WO-W_SHOP_100134,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,2/17/2025 8:00,2/17/2025 8:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 14:44,WO-CBM_100472,ABB,CMB System for Planned Maint.,ABB - Monthly Bouy Location,,,2/17/2025 8:24,2/17/2025 9:40,1.266666667,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2892,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 14:43,WO-CBM_100471,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,2/17/2025 8:24,2/17/2025 9:40,1.266666667,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2892,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 14:41,WO-CBM_100470,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,2/17/2025 8:24,2/17/2025 9:40,1.266666667,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2892,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 14:40,WO-CBM_100469,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,2/17/2025 8:24,2/17/2025 9:40,1.266666667,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2892,2025-02 (Feb),P2 - Medium,,,February,2025
2/17/2025 8:41,WO-CBM_100467,ABB,CMB System for Planned Maint.,ABB- Pre-berthing checks,,,2/14/2025 8:05,2/14/2025 9:13,1.133333333,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2891,2025-02 (Feb),P1 - High,,,February,2025
2/13/2025 10:47,WO-CBM_100466,ABB,CMB System for Planned Maint.,ABB - Pre-berthing Checks,,,2/11/2025 8:30,2/11/2025 9:30,1,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2888,2025-02 (Feb),P1 - High,,,February,2025
2/10/2025 15:18,WO-CBM_100465,ABB,CMB System for Planned Maint.,ABB - Monthly Buoy Body GVI and Cleaning,,,2/14/2025 8:05,2/14/2025 9:13,1.133333333,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2891,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 15:16,WO-CBM_100464,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,2/11/2025 8:30,2/11/2025 9:30,1,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2888,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 15:14,WO-CBM_100463,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,2/11/2025 8:30,2/11/2025 9:30,1,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2888,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 15:13,WO-CBM_100461,ABB,CMB System for Planned Maint.,"ABB- Pre-berthing Checks
-Installed nappy pins to shackles
-GVI of anchor locations of the floating hose at storage",,,2/8/2025 8:44,2/8/2025 10:10,1.433333333,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 28,2025-02 (Feb),P1 - High,,,February,2025
2/10/2025 14:57,WO-JET_100057,Oil-Jetty,Oil Jetty System for Planned Maintenance,Bi-weekly Servitude Walk / Pipeline Inspection,,2,2/19/2025 9:30,2/19/2025 11:30,2,Planned Maint.,Piping,Completed,,,Oil_Jetty,,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 14:52,WO-SPM_200081,SPM-FT-PL-36,"SPM Offshore/Onshore Pipeline - 36""",Remodification - Install Pressure Gauge on 36-inch pipeline Sampling Point at Gao lagoon Station,,,2/21/2025 10:35,2/21/2025 12:00,1.416666667,Planned Improvement,Piping,Completed,,,ABB_SPM_Onshore,,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 14:43,WO-SPM_200080,SPM-AE-BY-01,CALM Buoy - SO17190,SPM - Installation of Towing Bridle (80mm PP Rope) on CALM BUOY SO17190,,,2/13/2025 9:56,2/13/2025 10:59,1.05,Projects,Bouy Body,Completed,,,SPM_Offshore,DPR 2890 / SPM Report 259,2025-02 (Feb),P2 - Medium,SPM Report,,February,2025
2/10/2025 14:38,WO-SPM-CBM_100076,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Quarterly Valves GVI and Lubrication,,,2/21/2025 10:45,2/21/2025 11:45,1,Planned Maint.,Valve,Completed,,,ABB_SPM_Onshore,,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 14:34,WO-SPM-CBM_100075,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk,,,2/16/2025 0:00,2/16/2025 0:00,0,Planned Maint.,Piping,Cancelled,,,ABB_SPM_Onshore,,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 14:33,WO-CBM_100462,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,2/11/2025 8:30,2/11/2025 9:30,1,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2888,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 14:25,WO-W_SHOP_100133,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,2/10/2025 8:00,2/10/2025 8:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/10/2025 14:22,WO-W_SHOP_100132,Genset-01,Generator- Megapower,Weekly Inspection,,,2/10/2025 9:00,2/14/2025 9:30,96.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/9/2025 6:00,WO-SPM_200079,SPM-AE-BY-02,CALM Buoy - CO760,SPM1SWAPSPM2 Project,,,2/7/2025 7:00,,,Projects,Bouy Body,Open,,,SPM_Offshore,,2025-02 (Feb),P2 - Medium,,2/9/2025,February,2025
2/9/2025 6:00,WO-CBM_100459,ABB,CMB System for Planned Maint.,ABB - Monthly Hose Pick Up Equipment & End Fittings GVI,,,,,,Planned Maint.,Hoisting & Lifting,Open,,,ABB_Offshore,,2025-02 (Feb),P2 - Medium,,2/9/2025,February,2025
2/9/2025 6:00,WO-CBM_100456,ABB,CMB System for Planned Maint.,ABB – Monthly GVI above water Hoses,,,,,,Planned Maint.,Floating Hose,Open,,,ABB_Offshore,,2025-02 (Feb),P2 - Medium,,2/9/2025,February,2025
2/6/2025 11:43,WO-CBM_100460,ABB,CMB System for Planned Maint.,ABB - Pre-berthing Checks,,,2/5/2025 8:45,2/5/2025 10:00,1.25,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2884,2025-02 (Feb),P1 - High,,,February,2025
2/4/2025 9:31,WO-CBM_100451,ABB,CMB System for Planned Maint.,ABB - Pre-berthing Checks,,,2/2/2025 8:18,2/2/2025 9:30,1.2,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2881,2025-02 (Feb),P1 - High,,,February,2025
2/3/2025 17:33,WO-SPM_CBM_100074,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk / Pipeline Inspection,,,2/9/2025 0:00,2/9/2025 0:00,0,Planned Maint.,Piping,Cancelled,,,ABB_SPM_Onshore,,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 17:31,WO-W_SHOP_100130,COMP-02,Air Compressor - Bauer Mariner 320-B,Weekly Inspection,,,2/9/2025 0:00,2/9/2025 0:00,0,Planned Maint.,Engine,Cancelled,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 17:30,WO-W_SHOP_100129,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,2/3/2025 8:00,2/3/2025 8:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 17:17,WO-W_SHOP_1000128,Genset-01,Generator- Megapower,Weekly Inspection,,,2/3/2025 9:00,2/3/2025 9:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 17:00,WO-CBM_100458,ABB,CMB System for Planned Maint.,ABB – Monthly PLEM Valve operation,,,2/5/2025 8:45,2/5/2025 10:00,1.25,Planned Maint.,Valve,Completed,,,ABB_Offshore,DPR 2884,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 16:59,WO-CBM_100457,ABB,CMB System for Planned Maint.,ABB – Monthly GVI Subsea Hoses,,,2/5/2025 8:45,2/5/2025 10:00,1.25,Planned Maint.,Submarine Hose,Completed,,,ABB_Offshore,DPR 2884,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 16:57,WO-CBM_100455,ABB,CMB System for Planned Maint.,"ABB - Monthly Mooring buoy Pins, Swivel & Touchdown area on Chain",,,2/2/2025 8:29,2/2/2025 9:02,0.55,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2881,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 16:55,WO-CBM_100454,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,2/5/2025 8:45,2/5/2025 10:00,1.25,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2884,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 16:46,WO-CBM_100453,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,2/5/2025 8:45,2/5/2025 10:00,1.25,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2884,2025-02 (Feb),P2 - Medium,,,February,2025
2/3/2025 16:44,WO-CBM_100452,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,2/5/2025 8:45,2/5/2025 10:00,1.25,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2884,2025-02 (Feb),P2 - Medium,,,February,2025
2/1/2025 8:00,WO-SPM_200078,SPM-AE-BY-01,CALM Buoy - SO17190,Installation of F.O.B Spool Piece,,4,2/1/2025 10:00,2/1/2025 13:52,3.866666667,Projects,Piping,Completed,,,SPM_Offshore,DPR 2880 / SPM Report 258,2025-02 (Feb),P2 - Medium,SPM Report,,February,2025
1/31/2025 20:17,WO-JET_200050,Oil-Jetty,Oil Jetty System for Planned Maintenance,Oil Jetty Pipelines Flange Encapsulation -,,,2/1/2025 8:00,2/8/2025 16:00,176,Planned Corrective Maint.,Piping,Completed,Corrosion,Coated,Oil_Jetty,,2025-02 (Feb),P2 - Medium,,,February,2025
1/31/2025 15:48,WO-SPM_200076,SPM-AE-BY-02,CALM Buoy - CO760,"Installed buoy lines at the location for the floating hose storage, 100m apart",,,1/31/2025 10:45,1/31/2025 11:34,0.816666667,Projects,Mooring System,Completed,,,SPM_Offshore,DPR 2879,2025-01 (Jan),P2 - Medium,,,January,2025
1/31/2025 15:45,WO-SPM_200075,SPM-AE-BY-02,CALM Buoy - CO760,Removed fished net from SPM Chain#2,,,1/31/2025 11:08,1/31/2025 11:43,0.583333333,Planned Corrective Maint.,Anchoring System,Completed,,,SPM_Offshore,DPR 2879,2025-01 (Jan),P2 - Medium,,,January,2025
1/31/2025 15:42,WO-SPM_200074,SPM-AE-BY-02,CALM Buoy - CO760,Marking on SPM F.O.B floating hose flanges with yellow paint at 12 O'clock position,,0.03,1/29/2025 10:27,1/29/2025 10:29,0.033333333,Projects,Hose,Completed,,,SPM_Offshore,DPR 2877,2025-01 (Jan),P2 - Medium,,,January,2025
1/31/2025 11:18,WO-SPM_200073,SPM-AE-BY-02,CALM Buoy - CO760,Remove fishing net from the SPM mooring chain#2,,,1/29/2025 10:37,1/29/2025 11:12,0.583333333,Planned Corrective Maint.,Anchoring System,Completed,,Removed,SPM_Offshore,DPR 2877,2025-01 (Jan),P2 - Medium,,,January,2025
1/31/2025 11:02,WO-CBM_100450,ABB,CMB System for Planned Maint.,"ABB - Pre-berthing checks

Divers inspected the anchor location for floating hose storage",,,1/30/2025 8:45,1/30/2025 9:45,1,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2878,2025-01 (Jan),P1 - High,,,January,2025
1/31/2025 8:00,WO-SPM_200077,SPM-AE-BY-01,CALM Buoy - SO17190,Installation of new Mooring Bridle on SPM1,,4,1/31/2025 10:45,1/31/2025 13:40,2.916666667,Projects,Mooring System,Completed,,,SPM_Offshore,SPM Report 255,2025-01 (Jan),P2 - Medium,SPM Report,,January,2025
1/28/2025 16:01,WO-CBM_100444,ABB,CMB System for Planned Maint.,ABB - Pre-berthing Checks,,,1/27/2025 8:45,1/27/2025 10:02,1.283333333,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2875,2025-01 (Jan),P1 - High,,,January,2025
1/28/2025 15:59,WO-CBM_100443,ABB,CMB System for Planned Maint.,ABB - Pre-berthing Checks,,,1/24/2025 8:19,1/24/2025 9:15,0.933333333,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2873,2025-01 (Jan),P1 - High,,,January,2025
1/28/2025 15:47,WO-SPM-CBM_100073,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk / Pipeline Inspection,,,1/29/2025 11:40,1/29/2025 13:40,2,Planned Maint.,Piping,Completed,,,ABB_SPM_Onshore,,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 15:28,WO-SPM_100474,SPM-AE-WH-01,SPM Winch Assy,Recertification of SPM 10T Winch,,,1/28/2025 9:00,1/28/2025 13:30,4.5,Planned Maint.,Hoisting & Lifting,Completed,,,SPM_Offshore,,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 15:24,WO-W_SHOP_100127,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,Prepare two 22m Anchor Chains (20m length) for SPM Floating Hose storage and mobilize tools for SPM changeout,,,1/27/2025 11:45,1/28/2025 13:52,26.11666667,Planned Maint.,Tools,Completed,,,W_Shop,,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 15:21,WO-W_SHOP_100131,COMP-02,Air Compressor - Bauer Mariner 320-B,Weekly Inspection,,,2/11/2025 13:00,2/11/2025 13:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P3 - Low,,,February,2025
1/28/2025 15:20,WO-W_SHOP_100126,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,1/27/2025 8:00,2/3/2025 8:30,168.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-02 (Feb),P2 - Medium,,,January,2025
1/28/2025 15:19,WO-W_SHOP_100125,Genset-01,Generator- Megapower,Weekly Inspection,,,1/27/2025 9:00,1/27/2025 9:30,0.5,Planned Maint.,Engine,Completed,,,W_Shop,,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 14:13,WO-CBM_200081,ABB-PLEM-BY-01,PLEM Marker Buoy Assy,Fix a stainless steel fitting bracket with bolt/nuts to the worn-out pad eye of the DMA of the PLEM Buoy.,1/25/2025,,1/25/2025 10:38,1/25/2025 11:10,0.533333333,Planned Corrective Maint.,Bouy Body,Completed,Worn,Serviced,ABB_Offshore,DPR 2874,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 13:20,WO-SPM_100473,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Solar Panels GVI and cleaning,,,1/28/2025 10:49,1/28/2025 13:12,2.383333333,Planned Maint.,NavAids & Power,Completed,,,SPM_Offshore,DPR 2876,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 13:18,WO-SPM_100472,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Main Bearing Greasing,,,1/28/2025 10:49,1/28/2025 13:12,2.383333333,Planned Maint.,Lubrication System,Completed,,,SPM_Offshore,DPR 2876,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 13:17,WO-SPM_100471,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Central Pipe Swivel Greasing and GVI,,,1/28/2025 10:49,1/28/2025 13:12,2.383333333,Planned Maint.,Swivel System,Completed,,,SPM_Offshore,DPR 2876,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 13:10,WO-SPM_100470,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Buoy Freeboard/Draft GVI,,,1/28/2025 10:49,1/28/2025 13:12,2.383333333,Planned Maint.,Bouy Body,Completed,,,SPM_Offshore,,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 13:09,WO-SPM_100469,SPM-AE-BY-02,CALM Buoy - CO760,SPM -Cleaning of SPM2 Buoy with Atlantis FiFi System,,,1/28/2025 10:49,1/28/2025 13:12,2.383333333,Planned Maint.,Bouy Body,Completed,,,SPM_Offshore,SPM Report 255,2025-01 (Jan),P2 - Medium,SPM Report,,January,2025
1/28/2025 9:03,WO-CBM_100449,ABB,CMB System for Planned Maint.,ABB - 4-Monthly Anchor Chains & Swivel GVI and Cleaning,,,2/2/2025 8:18,2/2/2025 9:30,1.2,Planned Maint.,Anchoring System,Completed,,,ABB_Offshore,DPR 2881,2025-02 (Feb),P2 - Medium,,,February,2025
1/28/2025 8:51,WO-CBM_100448,ABB,CMB System for Planned Maint.,ABB - 4-Monthly Stinger box GVI and Cleaning,,,1/30/2025 8:45,1/30/2025 9:30,0.75,Planned Maint.,PLEM Piping and Structure,Completed,,,ABB_Offshore,DPR 2875,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 8:45,WO-CBM_100447,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,1/27/2025 8:45,1/27/2025 10:02,1.283333333,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2875,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 8:42,WO-CBM_100446,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,1/27/2025 8:45,1/27/2025 10:02,1.283333333,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2875,2025-01 (Jan),P2 - Medium,,,January,2025
1/28/2025 8:40,WO-CBM_100445,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,1/27/2025 8:45,1/27/2025 10:02,1.283333333,Planned Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2875,2025-01 (Jan),P2 - Medium,,,January,2025
1/24/2025 16:25,WO-CBM_200080,ABB-PLEM-BY-01,PLEM Marker Buoy Assy,"Broken 1"" stainless steel elbow fixed to the worn-out pad eye of the DMA - Re-installed a new fitting to the worn-out pad eye of the PLEM Buoy DMA.",,,1/23/2025 11:02,1/23/2025 12:03,1.016666667,Planned Corrective Maint.,Bouy Body,Completed,Worn,Serviced,ABB_Offshore,DPR 2872,2025-01 (Jan),P2 - Medium,,,January,2025
1/24/2025 13:01,WO-SPM_200072,SPM-ME-CH-01,SPM Mooring Chain,"Lift and mold 90mm chain (from wet storage) into clamped weights for securing SPM Chinese Lantern hoses to seabed during the SPM1SWAPSPM2 Project

Divers connected mooring rope to 90mm chain to wet storage to be recovered. Searched for 44mm chain to be used for anchoring the SPM floating hose - search unsuccessful.",,,1/25/2025 9:30,1/25/2025 14:30,5,Projects,Anchoring System,Completed,,,SPM_Offshore,,2025-01 (Jan),P2 - Medium,,,January,2025
1/23/2025 17:19,WO-SPM_100468,SPM-FT-PV-01,SPM PLEM,PLEM & Seabed survey & rotation of PLEM valves,,,1/22/2025 10:57,1/22/2025 11:23,0.433333333,Planned Maint.,PLEM Piping and Structure,Completed,,,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
1/23/2025 13:01,WO-SPM_200071,SPM-AE-BY-02,CALM Buoy - CO760,Removal of fishing net from the SPM mooring chains,,,1/22/2025 10:46,1/22/2025 11:28,0.7,Planned Corrective Maint.,Anchoring System,Completed,Foreign Object Interference,Removed,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
1/23/2025 12:20,WO-CBM_100442,ABB,CMB System for Planned Maint.,ABB - Pre-berthing Checks,,,1/21/2025 8:05,1/21/2025 9:30,1.416666667,Inspection,Mooring System,Completed,,,ABB_Offshore,DPR 2870,2025-01 (Jan),P1 - High,,,January,2025
1/23/2025 12:10,WO-CBM_100441,ABB,CMB System for Planned Maint.,GVI of the Alpha mooring chain to the gravity base,,,1/21/2025 8:42,1/21/2025 9:18,0.6,Planned Maint.,Anchoring System,Completed,,,ABB_Offshore,DPR 2870,2025-01 (Jan),P2 - Medium,,,January,2025
1/22/2025 16:42,WO-CBM_200077,ABB-ME-BY-05,ABB Alpha Buoy,Replaced worn out bolt of Alpha Buoy retainer plate,,,1/15/2025 8:15,1/15/2025 9:00,0.75,Planned Corrective Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2866,2025-01 (Jan),P2 - Medium,,,January,2025
1/21/2025 15:27,WO-SPM_200070,SPM-AE-BY-02,CALM Buoy - CO760,"Located the touchdown points of all six (6) SPM mooring chain anchor points for GPS reading (Chains #1, #2, #3, #4, #5, and #6).
Checked the sample valve on SPM2 and confirmed it is in good condition, functioning properly in both open and closed positions",,,1/9/2025 15:13,1/14/2025 10:18,115.0833333,Planned Corrective Maint.,Anchoring System,Completed,,,SPM_Offshore,"DPR 2862, 2864, 2865",2025-01 (Jan),P2 - Medium,,,January,2025
1/21/2025 11:52,WO-CBM_200079,ABB-PLEM-BY-01,PLEM Marker Buoy Assy,"Installed of nappy pin to the Plem buoy's shackle 
CVI of Plem Marker Buoy",,,1/18/2025 7:49,1/18/2025 8:00,0.183333333,Planned Corrective Maint.,Bouy Body,Completed,,,ABB_Offshore,DPR 2869,2025-01 (Jan),P2 - Medium,,,January,2025
1/21/2025 11:37,WO-CBM_200078,ABB-PLEM-BY-01,PLEM Marker Buoy Assy,"Fixed a temporary 1"" stainless steel elbow to the worn-out pad eye of the DMA to prevent further metal degradation by isolating the shackle from direct contact with the worn surface, ensuring safe and continued operation. Re-installed the PLEM buoy",,,1/16/2025 9:54,1/16/2025 11:38,1.733333333,Planned Corrective Maint.,Bouy Body,Completed,Worn,Serviced,ABB_Offshore,DPR 2867,2025-01 (Jan),P2 - Medium,,,January,2025
1/21/2025 11:31,WO-SPM_200069,SPM-AE-BY-02,CALM Buoy - CO760,Removed fishing net fouled on the SPM mooring chain #2,,,1/17/2025 11:44,1/17/2025 12:26,0.7,Planned Corrective Maint.,Anchoring System,Completed,Foreign Object Interference,Removed,SPM_Offshore,DPR 2868,2025-01 (Jan),P2 - Medium,,,January,2025
1/20/2025 10:11,WO-SPM_100465,SPM-AE-BY-02,CALM Buoy - CO760,SPM - Monthly Soundings,,,1/22/2025 10:12,1/22/2025 10:38,0.433333333,Planned Maint.,Bouy Body,Completed,,,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
1/20/2025 10:08,WO-SPM_100464,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Solar Panels GVI and cleaning,,,1/22/2025 10:12,1/22/2025 10:38,0.433333333,Planned Maint.,NavAids & Power,Completed,,,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
1/20/2025 9:58,WO-SPM_100463,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Main Bearing Greasing,,,1/22/2025 10:12,1/22/2025 10:38,0.433333333,Planned Maint.,Lubrication System,Completed,,,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
1/20/2025 9:57,WO-SPM_100462,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Central Pipe Swivel Greasing and GVI,,,1/22/2025 10:12,1/22/2025 10:38,0.433333333,Planned Maint.,Swivel System,Completed,,,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
1/20/2025 9:52,WO-SPM_100461,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Buoy Freeboard/Draft GVI,,,1/22/2025 10:12,1/22/2025 10:38,0.433333333,Planned Maint.,Bouy Body,Completed,,,SPM_Offshore,DPR 2871,2025-01 (Jan),P2 - Medium,,,January,2025
